X1,X2,X3,X4
0.08320571482181549,-0.06298840790987015,-0.00773660559207201,0.10433193296194077
-0.16450026631355286,-0.00597336795181036,0.13731421530246735,-0.0756457969546318
0.025349298492074013,-0.11538302898406982,0.11670930683612823,0.022764159366488457
0.23811250925064087,0.051480237394571304,-0.12660688161849976,0.277921199798584
0.02235454134643078,-0.06958405673503876,0.10641512274742126,-0.063669852912426
-0.175340935587883,-0.01618683710694313,0.039068255573511124,0.01970142126083374
-0.040967632085084915,-0.14383988082408905,-0.008479447104036808,0.02984313666820526
0.011307847686111927,0.08641158044338226,-0.00787136610597372,-0.06290645152330399
0.05914575606584549,-0.13825224339962006,0.12761735916137695,-0.053564585745334625
-0.09446781128644943,0.004137084353715181,-0.04339730739593506,-0.03834318742156029
-0.0255128163844347,0.06286904215812683,0.08889744430780411,0.028389187529683113
0.08526042848825455,-0.08939328789710999,0.02032206952571869,-0.05852007120847702
-0.20521728694438934,0.10528727620840073,0.12486187368631363,-0.10946238040924072
-0.12042693793773651,0.027484813705086708,0.1165560707449913,0.09642348438501358
0.028887810185551643,-0.09587053209543228,0.196106418967247,0.09158680588006973
-0.0013790624216198921,-0.17120425403118134,-0.06324811279773712,0.03750824183225632
0.09881435334682465,0.008210540749132633,-0.003485648427158594,-0.15057848393917084
-0.19186590611934662,-0.037101633846759796,0.11603685468435287,-0.08244981616735458
-0.0892450287938118,-0.07014147192239761,0.06831841915845871,-0.017538761720061302
-0.002681136829778552,-0.22602181136608124,0.01827714592218399,-0.18514886498451233
-0.03913680091500282,-0.004424959886819124,0.16297414898872375,0.05960617586970329
0.23578397929668427,-0.28978633880615234,-0.14699850976467133,0.2701469361782074
0.013467708602547646,-0.10227993130683899,0.12452495098114014,0.04616713151335716
-0.1213362067937851,-0.16841384768486023,0.02906419150531292,0.00893994327634573
0.08835281431674957,4.4000515481457114e-4,0.0070641012862324715,0.12454836815595627
0.07103436440229416,-0.11087208241224289,0.11085683852434158,0.26699352264404297
-0.04225759953260422,0.12368106842041016,0.02129754051566124,0.08306019753217697
-0.038443807512521744,-0.11812424659729004,0.21756179630756378,-0.08388208597898483
-0.11295995116233826,0.01889096572995186,-0.009169238619506359,0.17080985009670258
0.04452431946992874,0.04555375128984451,0.17973832786083221,-0.08921058475971222
-0.019814085215330124,0.1754206269979477,-0.07260313630104065,0.05019684135913849
-0.06591065227985382,-0.09958894550800323,0.0032880480866879225,-0.0395677275955677
-0.12448006123304367,0.08113294839859009,-0.02153521031141281,0.22279883921146393
0.13957573473453522,-0.010924821719527245,0.05675509572029114,0.06991386413574219
-0.1898854374885559,0.14386145770549774,0.12454383075237274,0.035754766315221786
0.08566413074731827,-0.04008247330784798,0.04673553630709648,-0.06407123059034348
-0.09866362810134888,0.0036116119008511305,-0.1195184513926506,-0.17854741215705872
0.0383053757250309,-0.12225130200386047,0.06816571205854416,0.04720793291926384
0.21707825362682343,0.00368477962911129,0.04914992302656174,0.477387934923172
0.05426247417926788,-0.01755242422223091,0.03431350737810135,-0.06517013907432556
0.02489171177148819,-0.10216990858316422,-0.11765582114458084,0.13988347351551056
0.08413376659154892,-0.08317161351442337,0.11513563245534897,0.09625496715307236
0.29370376467704773,0.3018215000629425,-0.024390624836087227,-0.3447776138782501
-0.15285275876522064,-0.004602924454957247,0.07354088872671127,0.06557062268257141
-0.06508824229240417,-0.06414292007684708,0.08786418288946152,0.07049810141324997
-0.013154594227671623,-0.07441127300262451,0.10124530643224716,-0.041524648666381836
-0.07304300367832184,-0.04335625842213631,-0.01179951149970293,-0.07538009434938431
-0.023801671341061592,0.03701253607869148,-0.013489436358213425,0.030465364456176758
-0.02496693842113018,0.054224345833063126,0.028696168214082718,-0.11192145943641663
-0.06376957893371582,-0.11390259861946106,0.15081030130386353,-0.059728898108005524
0.06927204132080078,-0.06175900995731354,0.11012041568756104,0.06609395146369934
-0.1110651046037674,-0.05090462043881416,0.07299827039241791,-0.13558410108089447
-0.03256550803780556,-0.02522900700569153,0.022970829159021378,-0.005539939273148775
-0.03233575075864792,-0.12419860810041428,0.06469321250915527,-0.00440837349742651
0.017662379890680313,-0.04200439527630806,0.08239728212356567,0.009851444512605667
-0.0699005126953125,-0.16481135785579681,-0.005573442205786705,0.09367363899946213
0.0701671913266182,-0.03234019875526428,0.053397469222545624,0.09178394824266434
-0.1432356834411621,-0.11713867634534836,0.0888202041387558,-0.09305616468191147
-0.06828562915325165,0.044128451496362686,0.029284177348017693,-0.05804026499390602
-0.08001546561717987,-0.0965779572725296,0.03506554663181305,-0.11845778673887253
0.023916009813547134,0.14760896563529968,-0.003197615733370185,0.1118183508515358
-0.06067487969994545,-0.12935490906238556,0.0872056856751442,0.0306012611836195
-0.022714274004101753,0.05997166037559509,-0.0498930960893631,-0.0023943623527884483
-0.039593346416950226,-0.15453915297985077,-0.004288007505238056,0.010361195541918278
0.14600270986557007,-0.0055700852535665035,-0.11185973882675171,-0.040981121361255646
-0.12249092757701874,0.004527203738689423,0.1551399677991867,-0.11761026829481125
-0.09270865470170975,0.019264986738562584,0.06671963632106781,0.11074241250753403
0.24674059450626373,-0.08150457590818405,0.10328739881515503,-0.06594029068946838
-0.03907260671257973,-0.01782197505235672,-0.007116101216524839,-0.07053866237401962
0.01605858840048313,-0.04674592614173889,-0.014123735949397087,0.06746389716863632
-0.09898358583450317,0.10769049823284149,0.18185371160507202,0.1706336885690689
0.028317073360085487,-0.013001220300793648,0.09109185636043549,-0.1225418969988823
-0.03196397051215172,0.07283207029104233,0.16335542500019073,0.028139198198914528
0.09850215166807175,0.019369885325431824,0.16182929277420044,-0.12005562335252762
0.09619534015655518,-0.005308142397552729,0.06272812187671661,-0.10541283339262009
-0.013301114551723003,-0.12385909259319305,-0.06053239479660988,-0.060016121715307236
-0.02302832342684269,-0.02860177494585514,-0.0888286679983139,0.23106031119823456
0.05454675853252411,-0.04725591838359833,0.09989991784095764,-0.08402841538190842
-0.17852731049060822,-0.1791607290506363,0.07781628519296646,-0.10827040672302246
0.06935429573059082,-0.01000923290848732,0.13081757724285126,-0.15091609954833984
0.060037195682525635,-0.1199665516614914,0.0016507881227880716,0.06929738819599152
0.14502079784870148,-0.09638602286577225,0.033615220338106155,0.15789803862571716
0.0745999813079834,0.05027030408382416,0.05665414780378342,-0.04874039813876152
0.0069229742512106895,-0.11239264905452728,-0.07110915333032608,-0.029069658368825912
0.07586026191711426,-0.17028872668743134,0.08676908910274506,0.10521857440471649
-0.05038890987634659,-0.039683349430561066,0.08663677424192429,0.04064163193106651
-0.02631542645394802,-0.09227922558784485,0.040187835693359375,0.028282109647989273
0.028150269761681557,-0.037039585411548615,0.018405569717288017,-0.033487822860479355
-0.12366719543933868,-0.1967736780643463,0.08027279376983643,-0.13446348905563354
0.1366685926914215,0.07287073135375977,0.18898014724254608,-0.06354411691427231
-0.03099038638174534,0.02418292500078678,0.05224837735295296,0.015158421359956264
0.04621122032403946,-0.051943063735961914,0.21557973325252533,0.17831605672836304
-0.033137574791908264,0.3145586848258972,-0.17339955270290375,0.010439666919410229
-0.1311785727739334,-0.08701448142528534,0.05749567970633507,-0.08114711195230484
-0.04449532553553581,-0.11839119344949722,-0.09405901283025742,-0.21958890557289124
0.04452410340309143,0.0890517383813858,0.08288535475730896,-0.2276616245508194
-0.01759827695786953,-0.09695850312709808,0.12329109013080597,0.05703508481383324
0.011259576305747032,-0.04212438315153122,0.11489226669073105,-0.024640865623950958
-0.10644618421792984,-0.12563806772232056,0.05447325110435486,-0.06715256720781326
0.0067057423293590546,-0.1775609254837036,0.16850997507572174,-0.06833187490701675
-0.07362682372331619,-0.11533816903829575,-0.04278741404414177,-0.14829926192760468
-0.014135166071355343,0.0886237770318985,-0.012335569597780704,0.14459164440631866
-0.12127053737640381,-0.22001613676548004,0.05668367072939873,-0.1285056322813034
0.20802068710327148,0.10099543631076813,0.08839430660009384,-0.1566605120897293
0.0424850732088089,0.033324774354696274,0.2041568160057068,-0.07942790538072586
-0.056482747197151184,0.12000448256731033,0.17143087089061737,0.03972100466489792
-0.07019461691379547,-0.09427382797002792,-0.010414586402475834,-0.02769436128437519
0.0695810541510582,0.023037593811750412,0.19288136065006256,0.1452184021472931
-0.07582393288612366,-0.06744161248207092,0.12721841037273407,0.012052156031131744
-0.1422099620103836,0.03358467295765877,0.13947151601314545,0.042858537286520004
0.09485727548599243,-0.007631298154592514,0.07884498685598373,-0.0607142448425293
0.03982944414019585,0.07295374572277069,-0.060811907052993774,-0.006041827145963907
-0.06161150708794594,-0.13892202079296112,0.06407512724399567,-0.1432049572467804
0.06534675508737564,0.07375771552324295,-0.07518758624792099,-0.19016581773757935
0.08178196102380753,0.1722421646118164,-0.013918841257691383,-0.16840551793575287
-0.04277564957737923,0.02787305787205696,0.20503155887126923,0.06330770999193192
-0.008040063083171844,-0.07777367532253265,0.008240832947194576,-0.10121425241231918
-0.07080022245645523,0.009420284070074558,0.0011386688565835357,0.023854607716202736
-0.0830286294221878,0.0014367204857990146,0.014270057901740074,0.0750594511628151
-0.10112371295690536,0.017395388334989548,-0.03429315611720085,0.06255649030208588
0.14633092284202576,-0.1017436683177948,0.14178405702114105,-0.041142016649246216
-0.003812997369095683,-0.08389994502067566,0.09703560918569565,0.1222103089094162
-0.08656683564186096,0.019783440977334976,-0.12860366702079773,-0.09555336833000183
0.06089574843645096,0.06830418854951859,0.18228082358837128,-0.09445078670978546
0.04197391867637634,-0.11901021748781204,0.04954429343342781,0.07106993347406387
-0.09150870889425278,-0.0857275128364563,0.12415303289890289,-0.06370123475790024
-0.0026622265577316284,-0.047693729400634766,0.06816685944795609,0.10887090861797333
-0.07733245939016342,-0.08584440499544144,0.05136910080909729,-0.15427784621715546
-0.03362933173775673,0.13748367130756378,0.19743825495243073,0.10043662786483765
0.14046964049339294,-0.016164753586053848,-0.0115119069814682,-0.2414952516555786
-0.03540678694844246,0.07311378419399261,-0.018612096086144447,-0.04749002307653427
-0.044397398829460144,-0.1107996329665184,0.07895928621292114,-0.10283505916595459
0.1025206595659256,0.3805789649486542,-0.28950440883636475,-0.1978277862071991
0.08964470028877258,-0.10369120538234711,0.19740517437458038,0.08865818381309509
-0.06798733025789261,0.21564297378063202,0.052997928112745285,0.12155726552009583
0.006537771783769131,-0.08000420778989792,0.06586621701717377,-0.20292139053344727
-0.019659651443362236,0.007916653528809547,-0.011234310455620289,0.058252785354852676
-0.00805665273219347,-0.11642539501190186,-0.09334862977266312,0.09135646373033524
0.03877733275294304,-0.05852282792329788,0.10518613457679749,0.008388135582208633
-0.08096615225076675,0.1511862576007843,0.0767974928021431,0.07828521728515625
-0.0012040932197123766,0.03626525402069092,0.2860405147075653,0.1421249806880951
0.07218845188617706,-0.04798528924584389,0.0920272096991539,0.15006348490715027
-0.05976013094186783,-0.11882136762142181,0.12325762212276459,-0.06480284780263901
0.2592506408691406,-0.01244850642979145,0.341789186000824,0.15066246688365936
-0.02888977713882923,-0.07557079941034317,0.062073804438114166,-0.271725058555603
0.03012944385409355,0.2574411928653717,0.053817689418792725,0.09262757003307343
-0.23865395784378052,0.16894476115703583,0.14686816930770874,0.16192574799060822
0.11841797828674316,-0.1692555546760559,-0.025847584009170532,0.218766450881958
-0.12958623468875885,-2.461448311805725e-4,-0.16241402924060822,0.35799315571784973
0.029421666637063026,0.012612978927791119,0.08379697054624557,-0.09942059218883514
-0.06785215437412262,-0.10164432972669601,-0.030968334525823593,-0.10418279469013214
0.26022210717201233,0.13556906580924988,-0.12364757806062698,-0.306264728307724
-0.08500353991985321,-0.09267836809158325,-0.013285310938954353,-0.12655994296073914
-0.030326757580041885,0.04148838669061661,0.02945602871477604,-0.08924923837184906
-0.08919098228216171,-0.08073663711547852,0.07733701169490814,0.050534285604953766
-0.13671086728572845,0.3008953034877777,0.031433962285518646,0.22929970920085907
-0.23033356666564941,-0.10872532427310944,-0.030773045495152473,-0.040611863136291504
0.031759221106767654,0.019625522196292877,0.10574451833963394,-0.04658685252070427
-0.01726257987320423,-0.057125724852085114,-0.05512061342597008,0.07534320652484894
